iter	RMSE
357	3290.711611
358	3290.191268
359	3288.066743
360	3287.652013
361	3283.601704
362	3282.225839
363	3280.119597
364	3276.387862
365	3274.636097
366	3270.602323
367	3269.727847
368	3268.671299
369	3267.030384
370	3264.30399
371	3262.122151
372	3259.504712
373	3256.87063
374	3254.038803
375	3251.150511
376	3249.600537
377	3247.95124
378	3246.801388
379	3244.683569
380	3244.211058
381	3242.770801
382	3240.758847
383	3237.692491
384	3235.685762
385	3235.036806
386	3229.661008
387	3226.733015
388	3223.213214
389	3220.197241
390	3217.132855
391	3213.780129
392	3211.393402
393	3207.163402
394	3203.250184
395	3202.337671
396	3199.613916
397	3198.071676
398	3194.866181
399	3191.680323
400	3188.34312
401	3187.125354
402	3184.879288
403	3182.089298
404	3180.857118
405	3179.118521
406	3176.781038
407	3173.99465
408	3173.244568
409	3169.71581
410	3168.035543
411	3165.605269
412	3164.543702
413	3161.225577
414	3160.413699
415	3159.361899
416	3158.789167
417	3157.604731
418	3155.855806
419	3153.879891
420	3153.120671
421	3151.922447
422	3147.868613
423	3146.260687
424	3145.235313
425	3144.198626
426	3140.849889
427	3140.079064
428	3138.297166
429	3133.985986
430	3131.03339
431	3130.583782
432	3128.615905
433	3124.930049
434	3121.794672
435	3120.544846
436	3119.09291
437	3118.357029
438	3117.334181
439	3113.255222
440	3112.528073
441	3110.91277
442	3110.283114
443	3109.779648
444	3107.115566
445	3106.685579
446	3103.651212
447	3100.947306
448	3099.975621
449	3096.84373
450	3094.037692
451	3091.11191
452	3087.52436
453	3085.751619
454	3084.15676
455	3081.11573
456	3078.717006
457	3076.542722
458	3074.053683
459	3073.139354
460	3072.165572
461	3068.289283
462	3065.078186
463	3062.745906
464	3061.964655
465	3060.289821
466	3057.693723
467	3055.364377
468	3054.154723
469	3051.450116
470	3049.250922
471	3048.313557
472	3045.696859
473	3044.209142
474	3043.116241
475	3040.62395
476	3036.794281
477	3034.91492
478	3034.13224
479	3032.544893
480	3029.2003
481	3028.520296
482	3026.343826
483	3024.128478
484	3022.303201
485	3020.25117
486	3018.377689
487	3016.264789
488	3014.304063
489	3012.281395
490	3009.650596
491	3008.744359
492	3006.37417
493	3003.137022
494	3001.426501
495	2998.203455
496	2996.332767
497	2992.953157
498	2991.943952
499	2988.925839
500	2987.195431
501	2985.558005
502	2984.024174
503	2983.064662
504	2981.537362
505	2977.677804
506	2975.717593
507	2973.856286
508	2971.28515
509	2968.362861
510	2965.64783
511	2962.547549
512	2961.12124
513	2959.890149
514	2958.641109
515	2956.152267
516	2952.554469
517	2951.008725
518	2948.792421
519	2945.693679
520	2943.486621
521	2941.989599
522	2941.190266
523	2939.20747
524	2937.028212
525	2935.378075
526	2934.509732
527	2931.625375
528	2929.88112
529	2929.036774
530	2924.84096
531	2924.194396
532	2922.797794
533	2921.962852
534	2920.57596
535	2919.600807
536	2918.974713
537	2916.373234
538	2914.944514
539	2912.760161
540	2911.974624
541	2909.653604
542	2907.473498
543	2906.623527
544	2902.834564
545	2900.344937
546	2898.086775
547	2895.373951
548	2894.26996
549	2892.661789
550	2888.948802
551	2886.084677
552	2884.836832
553	2881.390117
554	2879.362972
555	2877.958593
556	2875.323775
557	2873.777156
558	2871.528807
559	2870.586431
560	2868.902552
561	2866.857626
562	2864.778546
563	2863.670348
564	2860.724218
565	2856.935242
566	2855.148248
567	2852.924399
568	2850.840139
569	2850.241116
570	2848.690977
571	2847.938307
572	2846.91617
573	2843.732291
574	2842.969084
575	2841.079417
576	2840.233236
577	2838.814453
578	2838.33581
579	2836.031426
580	2834.556694
581	2832.373924
582	2831.025182
583	2830.180524
584	2828.322228
585	2825.932285
586	2823.666005
587	2822.773548
588	2821.905069
589	2819.678612
590	2818.916618
591	2817.969025
592	2816.770264
593	2815.516347
594	2814.262194
595	2813.001914
596	2812.165952
597	2811.388584
598	2810.483047
599	2809.282442
600	2807.744792
601	2804.657559
602	2802.059861
603	2800.348244
604	2799.051626
605	2798.418832
606	2796.982433
607	2795.974173
608	2794.015182
609	2793.223506
610	2790.735417
611	2789.514783
612	2788.381241
613	2785.893638
614	2784.512235
615	2782.402028
616	2779.756296
617	2777.949071
618	2777.085214
619	2774.601699
620	2773.839409
621	2772.383698
622	2768.763345
623	2767.019436
624	2765.124711
625	2762.525876
626	2759.958125
627	2758.110131
628	2756.375709
629	2753.142528
630	2752.434009
631	2751.782034
632	2748.645748
633	2746.195081
634	2745.630558
635	2743.851921
636	2743.182396
637	2742.578427
638	2742.033977
639	2741.327381
640	2740.894978
641	2740.453117
642	2737.051956
643	2736.478117
644	2733.976063
645	2733.575842
646	2732.791439
647	2730.308823
648	2728.574797
649	2728.130328
650	2726.625782
651	2724.646574
652	2722.846943
653	2719.525793
654	2716.6192
655	2716.264852
656	2715.84648
657	2715.314077
658	2714.803176
659	2713.204686
660	2710.681939
661	2710.263356
662	2708.094499
663	2707.460458
664	2707.071046
665	2705.240653
666	2704.154798
667	2701.172505
668	2700.233455
669	2699.328058
670	2698.656996
671	2698.120597
672	2697.603358
673	2696.928798
674	2694.567821
675	2693.890966
676	2693.205067
677	2691.311677
678	2689.677582
679	2688.225194
680	2686.359662
681	2685.385046
682	2682.81232
683	2682.225999
684	2681.709319
685	2680.886261
686	2680.308806
687	2678.778796
688	2678.019507
689	2677.284745
690	2675.620172
691	2673.478756
692	2671.717315
693	2671.231705
694	2669.069937
695	2667.74612
696	2666.48963
697	2663.355079
698	2661.431567
699	2660.863418
700	2658.479217
701	2657.626619
702	2655.095286
703	2652.340527
704	2649.605708
705	2646.978479
706	2644.848759
707	2642.437122
708	2639.798245
709	2639.252774
710	2637.50632
711	2635.881051
712	2633.939039
713	2632.316487
714	2631.166847
715	2630.137642
716	2628.352338
717	2626.581429
718	2624.58444
719	2623.502939
720	2621.869433
721	2620.951312
722	2620.324902
723	2619.470191
724	2617.773931
725	2615.432792
726	2614.568011
727	2611.801739
728	2607.86699
729	2606.110745
730	2604.68181
731	2604.14041
732	2601.894988
733	2600.917758
734	2600.406783
735	2598.160378
736	2597.592216
737	2596.479315
738	2594.368716
739	2591.567236
740	2588.681464
741	2586.193829
742	2584.336724
743	2583.137131
744	2582.402836
745	2580.711199
746	2579.410051
747	2577.877926
748	2576.566425
749	2576.101858
750	2575.375071
751	2574.886052
752	2574.144963
753	2571.595745
754	2569.673082
755	2567.335793
756	2566.876129
757	2566.525815
758	2564.360608
759	2561.671234
760	2560.256058
761	2558.830464
762	2555.905329
763	2554.14622
764	2552.201165
765	2549.978628
766	2547.843634
767	2544.837168
768	2542.830948
769	2541.523016
770	2539.704891
771	2539.281529
772	2537.494408
773	2534.853209
774	2533.828393
775	2531.67242
776	2530.460142
777	2526.762349
778	2525.660303
779	2525.232845
780	2524.538145
781	2524.117981
782	2523.717664
783	2522.934796
784	2522.36402
785	2520.957336
786	2520.55156
787	2519.34812
788	2518.410667
789	2516.51133
790	2514.851676
791	2513.118836
792	2511.204612
793	2509.451178
794	2507.842069
795	2507.055114
796	2505.345383
797	2503.332364
798	2502.144159
799	2501.265365
800	2499.914169
801	2499.287395
802	2497.256854
803	2494.517531
804	2493.43521
805	2490.621254
806	2489.024186
807	2486.441807
808	2485.965449
809	2484.855009
810	2483.131084
811	2482.644548
812	2481.225731
813	2479.833376
814	2478.40675
815	2477.133489
816	2476.176374
817	2474.998654
818	2474.639687
819	2473.031828
820	2472.741844
821	2472.372545
822	2471.40094
823	2470.002106
824	2468.710312
825	2466.229458
826	2464.513662
827	2462.850174
828	2462.455108
829	2461.151352
830	2459.914297
831	2458.812804
832	2457.47401
833	2456.519999
834	2456.032943
835	2455.746343
836	2455.564935
837	2454.467156
838	2452.892481
839	2451.138148
840	2449.585848
841	2448.413433
842	2445.840461
843	2444.46647
844	2441.999091
845	2441.011939
846	2439.824529
847	2438.612382
848	2436.239555
849	2435.63338
850	2434.319953
851	2432.940175
852	2432.796355
853	2432.261613
854	2429.920568
855	2427.618309
856	2426.789868
857	2425.142908
858	2422.823423
859	2422.665421
860	2421.148353
861	2418.088367
862	2417.792147
863	2417.286169
864	2417.007418
865	2415.24809
866	2414.147206
867	2412.591251
868	2410.795838
869	2410.552065
870	2409.708309
871	2407.621594
872	2406.485583
873	2405.60895
874	2405.194654
875	2403.655308
876	2402.207887
877	2401.414574
878	2399.796187
879	2399.495526
880	2398.506176
881	2397.561175
882	2396.079437
883	2395.380636
884	2395.150045
885	2394.030479
886	2392.868069
887	2392.697236
888	2391.615005
889	2390.247791
890	2388.443811
891	2386.711654
892	2384.840898
893	2383.354218
894	2382.425753
895	2381.899139
896	2381.69284
897	2379.832982
898	2378.951842
899	2374.083828
900	2373.23829
901	2372.221819
902	2369.631146
903	2367.420761
904	2367.179997
905	2366.828075
906	2366.335452
907	2364.435123
908	2362.301596
909	2362.049553
910	2360.110552
911	2359.251693
912	2359.005459
913	2357.388585
914	2356.635048
915	2355.81507
916	2355.471656
917	2355.057395
918	2353.295686
919	2352.572263
920	2351.421327
921	2350.486316
922	2349.264266
923	2347.604273
924	2346.743581
925	2346.585194
926	2345.758111
927	2344.252302
928	2342.303135
929	2339.198556
930	2337.516091
931	2336.504211
932	2335.196592
933	2333.45939
934	2331.368134
935	2329.851879
936	2329.318731
937	2327.318622
938	2325.191194
939	2323.046198
940	2321.812141
941	2320.31791
942	2318.912205
943	2318.357514
944	2318.173486
945	2317.956083
946	2315.519506
947	2313.401956
948	2312.485958
949	2307.913975
950	2307.42185
951	2305.316825
952	2303.922073
953	2302.487833
954	2301.463566
955	2299.981281
956	2298.117893
957	2296.711242
958	2295.106821
959	2292.515796
960	2292.343156
961	2291.305594
962	2290.413881
963	2289.49637
964	2288.951409
965	2287.149511
966	2286.47174
967	2285.142953
968	2283.468579
969	2282.430358
970	2280.273911
971	2279.515321
972	2278.162399
973	2275.92283
974	2274.45324
975	2272.837673
976	2270.673063
977	2270.205159
978	2269.374215
979	2268.765176
980	2267.65598
981	2266.159305
982	2264.784945
983	2264.182127
984	2263.399725
985	2262.135799
986	2260.692246
987	2258.212502
988	2257.33232
989	2256.642264
990	2255.539444
991	2254.986678
992	2254.764066
993	2254.26661
994	2252.774228
995	2252.015594
996	2251.072092
997	2250.530285
998	2249.713104
999	2248.236383
